央视频道,#genre#
CCTV-9,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-9-HQ/G_CCTV-9-HQ.m3u8
CCTV-10,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-10-HQ/G_CCTV-10-HQ.m3u8
CCTV-11,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-11-HQ/G_CCTV-11-HQ.m3u8
CCTV-12,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-12-HQ/G_CCTV-12-HQ.m3u8
CCTV-13,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-13-HQ/G_CCTV-13-HQ.m3u8
CCTV-14,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-14-HQ/G_CCTV-14-HQ.m3u8
CCTV-15,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-15-HQ/G_CCTV-15-HQ.m3u8
CCTV-16,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-16-HQ/G_CCTV-16-HQ.m3u8
CCTV-17,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-17-HQ/G_CCTV-17-HQ.m3u8
CGTN新闻,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-NEWS/G_CCTV-NEWS.m3u8
四川卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_SICHUAN-HQ/G_SICHUAN-HQ.m3u8
湖北卫视高清,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_HUBEI-HQ/G_HUBEI-HQ.m3u8
广东卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_GUANGDONG-HQ/G_GUANGDONG-HQ.m3u8
江苏卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_JIANGSU-HQ/G_JIANGSU-HQ.m3u8
浙江卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_ZHEJIANG-HQ/G_ZHEJIANG-HQ.m3u8
湖南卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_HUNAN-HQ/G_HUNAN-HQ.m3u8
东方卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_DONGFANG-HQ/G_DONGFANG-HQ.m3u8
北京卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_BEIJING-HQ/G_BEIJING-HQ.m3u8
深圳卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_SHENZHEN-HQ/G_SHENZHEN-HQ.m3u8
辽宁卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_LIAONING-HQ/G_LIAONING-HQ.m3u8
安徽卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_ANHUI-HQ/G_ANHUI-HQ.m3u8
山东卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_SHANDONG-HQ/G_SHANDONG-HQ.m3u8
黑龙江卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_HEILONGJIANG-HQ/G_HEILONGJIANG-HQ.m3u8
天津卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_TIANJIN-HQ/G_TIANJIN-HQ.m3u8
广西卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_GUANGXI-HQ/G_GUANGXI-HQ.m3u8
东南卫视高清,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_DONGNAN-HQ/G_DONGNAN-HQ.m3u8
甘肃卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_GANSU-HQ/G_GANSU-HQ.m3u8
贵州卫视高清,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_GUIZHOU-HQ/G_GUIZHOU-HQ.m3u8
海南卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_HAINAN-HQ/G_HAINAN-HQ.m3u8
河北卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_HEBEI-HQ/G_HEBEI-HQ.m3u8
河南卫视高清,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_HENAN-HQ/G_HENAN-HQ.m3u8
吉林卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_JILIN-HQ/G_JILIN-HQ.m3u8
江西卫视高清,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_JIANGXI-HQ/G_JIANGXI-HQ.m3u8
康巴卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_KANGBA/G_KANGBA.m3u8
安多卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_ANDUO/G_ANDUO.m3u8
兵团卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_BINGTUAN/G_BINGTUAN.m3u8
内蒙古卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_NEIMENGGU/G_NEIMENGGU.m3u8
宁夏卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_NINGXIA/G_NINGXIA.m3u8
农林卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_NONGLIN/G_NONGLIN.m3u8
三沙卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_SANSHA-HQ/G_SANSHA-HQ.m3u8
陕西卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_SHANXI-HQ/G_SHANXI-HQ.m3u8
上海纪实,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_SHANGHAIJS-HD/G_SHANGHAIJS-HD.m3u8
西藏卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_XIZANG/G_XIZANG.m3u8
新疆卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_XINJIANG/G_XINJIANG.m3u8
延边卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_YANBIAN/G_YANBIAN.m3u8
云南卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_YUNNAN-HQ/G_YUNNAN-HQ.m3u8
重庆卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CHONGQING-HQ/G_CHONGQING-HQ.m3u8
青海卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_QINGHAI/G_QINGHAI.m3u8
厦门卫视,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_XIAMEN/G_XIAMEN.m3u8
CGTN俄语,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CGTN-PYCCNN/G_CGTN-PYCCNN.m3u8
CGTN西班牙语,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CGTN-ESPANOL/G_CGTN-ESPANOL.m3u8
CGTN法语,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CGTN-FRANCAIS/G_CGTN-FRANCAIS.m3u8
CGTN阿拉伯语,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CGTN_A/G_CGTN_A.m3u8
北京奥运纪实,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_BEIJINGJS-HD/G_BEIJINGJS-HD.m3u8
家庭理财,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_JIATINGLC/G_JIATINGLC.m3u8
金鹰卡通,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_JINYING/G_JINYING.m3u8
卡酷少儿,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_KAKU/G_KAKU.m3u8
女性时尚,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_NVXINGSS/G_NVXINGSS.m3u8
炫动卡通,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_XUANDONG/G_XUANDONG.m3u8
优漫卡通,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_YOUMAN/G_YOUMAN.m3u8
CETV-1,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CETV-1-HQ/G_CETV-1-HQ.m3u8
CETV-2,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CETV-2/G_CETV-2.m3u8
CETV-3,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CETV-3/G_CETV-3.m3u8
CETV-4,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CETV-4/G_CETV-4.m3u8
中华美食,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_ZHONGHUAMS/G_ZHONGHUAMS.m3u8
天元围棋,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_TIANYUANWQ/G_TIANYUANWQ.m3u8
国学,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_GUOXUE/G_GUOXUE.m3u8
山东教育,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_SDETV/G_SDETV.m3u8
嘉佳卡通,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_JIAJIA/G_JIAJIA.m3u8
CETV-早期教育,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CETV-ZQJY/G_CETV-ZQJY.m3u8
发现之旅,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_FAXIANZL/G_FAXIANZL.m3u8
老故事,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_LAOGUSHI/G_LAOGUSHI.m3u8
快乐垂钓高清,http://iptv.byqwe.cn:23334/PLTV/88888888/224/3221227965/index.m3u8

备用2,#genre#
CCTV1[1920*1080],http://113.140.86.162:8009/hls/501/index.m3u8
CCTV1[1920*1080],http://112.123.206.32:808/hls/1/index.m3u8
CCTV1[1920*1080],http://123.166.61.70:8003/hls/11/index.m3u8
CCTV1[1920*1080],http://42.48.50.232:9002/tsfile/live/0001_1.m3u8
CCTV2[1920*1080],http://113.140.86.162:8009/hls/502/index.m3u8
CCTV2[1920*1080],http://123.166.61.70:8003/hls/12/index.m3u8
CCTV2[1920*1080],http://vod.hnqczh.cn:808/hls/10/index.m3u8
CCTV2[1920*1080],http://123.129.70.178:9901/tsfile/live/0002_1.m3u8
CCTV2[1920*1080],http://61.136.67.238:50085/tsfile/live/0002_1.m3u8
CCTV3[1920*1080],http://113.140.86.162:8009/hls/3/index.m3u8
CCTV3[1024*576],http://183.3.134.56:9901/tsfile/live/0003_1.m3u8
CCTV3[1920*1080],http://59.173.243.210:9901/tsfile/live/0003_1.m3u8
CCTV3[1920*1080],http://119.36.148.115:59901/tsfile/live/0003_1.m3u8
CCTV3[1024*576],http://42.48.50.232:9002/tsfile/live/0003_1.m3u8
CCTV4[1920*1080],http://113.140.86.162:8009/hls/4/index.m3u8
CCTV4[1920*1080],https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8
CCTV4[1920*1080],http://vod.hnqczh.cn:808/hls/12/index.m3u8
CCTV4[768*576],http://42.48.50.232:9002/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://61.173.144.157:9901/tsfile/live/0004_1.m3u8
CCTV5[1920*1080],http://113.140.86.162:8009/hls/503/index.m3u8
CCTV5[1920*1080],http://119.36.148.115:59901/tsfile/live/1001_1.m3u8
CCTV5[1920*1080],http://113.57.93.165:9900/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://58.17.48.228:808/hls/5/index.m3u8
CCTV5[1920*1080],http://61.136.67.238:50085/tsfile/live/0005_1.m3u8
CCTV5+[1920*1080],http://60.255.240.247:8090/live/CCTV-5plusH265_4000.m3u8
CCTV5+[1920*1080],http://183.94.146.109:2222/tsfile/live/0016_1.m3u8
CCTV5+[1920*1080],http://119.36.148.115:59901/tsfile/live/1003_1.m3u8
CCTV5+[1920*1080],http://59.173.243.210:9901/tsfile/live/1021_1.m3u8
CCTV6[1920*1080],http://113.140.86.162:8009/hls/6/index.m3u8
CCTV6[1920*1080],http://219.147.200.9:18080/newlive/live/hls/6/live.m3u8
CCTV6[1920*1080],http://61.138.128.226:19901/tsfile/live/0006_1.m3u8
CCTV6[1920*1080],http://vod.hnqczh.cn:808/hls/14/index.m3u8
CCTV6[1920*1080],http://42.48.50.232:9002/tsfile/live/0006_1.m3u8
CCTV7[1920*1080],http://113.140.86.162:8009/hls/504/index.m3u8
CCTV7[1920*1080],http://123.129.70.178:9901/tsfile/live/0007_1.m3u8
CCTV7[768*576],http://42.48.50.232:9002/tsfile/live/0007_1.m3u8
CCTV7[1920*1080],http://60.255.240.247:8090/live/CCTV-7H265_4000.m3u8
CCTV7[1920*1080],http://202.100.46.58:9901/tsfile/live/1006_1.m3u8
CCTV8[1920*1080],http://113.140.86.162:8009/hls/8/index.m3u8
CCTV8[1920*1080],http://58.17.48.228:808/hls/8/index.m3u8
CCTV8[1920*1080],http://vod.hnqczh.cn:808/hls/16/index.m3u8
CCTV8[1920*1080],http://119.36.148.115:59901/tsfile/live/0008_1.m3u8
CCTV8[1024*576],http://42.48.50.232:9002/tsfile/live/0008_1.m3u8
CCTV9[1920*1080],http://113.140.86.162:8009/hls/509/index.m3u8
CCTV9[1920*1080],http://vod.hnqczh.cn:808/hls/17/index.m3u8
CCTV9[768*576],http://42.48.50.232:9002/tsfile/live/0009_1.m3u8
CCTV9[1920*1080],http://61.136.67.238:50085/tsfile/live/0010_1.m3u8
CCTV10[1920*1080],http://113.140.86.162:8009/hls/506/index.m3u8
CCTV10[1920*1080],http://58.17.48.228:808/hls/10/index.m3u8
CCTV10[768*576],http://42.48.50.232:9002/tsfile/live/0010_1.m3u8
CCTV10[1920*1080],http://117.27.190.42:9998/tsfile/live/23241_1.m3u8
CCTV10[1920*1080],http://119.36.148.115:59901/tsfile/live/0010_1.m3u8
CCTV11[1920*1080],http://111.61.236.247:9081/hls/11/index.m3u8
CCTV11[768*576],http://42.48.50.232:9002/tsfile/live/0011_1.m3u8
CCTV11[768*576],http://183.3.134.56:9901/tsfile/live/0011_1.m3u8
CCTV11[1920*1080],http://58.48.37.158:1111/tsfile/live/0011_1.m3u8
CCTV12[1920*1080],http://113.140.86.162:8009/hls/507/index.m3u8
CCTV12[1920*1080],http://vod.hnqczh.cn:808/hls/19/index.m3u8
CCTV12[768*576],http://121.33.239.242:9901/tsfile/live/0012_1.m3u8
CCTV12[768*576],http://42.48.50.232:9002/tsfile/live/0012_1.m3u8
CCTV13[768*576],http://vod.hnqczh.cn:808/hls/20/index.m3u8
CCTV13[1920*1080],http://218.77.81.186:9901/tsfile/live/0013_1.m3u8
CCTV13[768*576],http://123.129.70.178:9901/tsfile/live/0013_1.m3u8
CCTV13[768*576],http://119.36.148.115:59901/tsfile/live/0013_1.m3u8
CCTV14[1920*1080],http://58.17.48.228:808/hls/14/index.m3u8
CCTV14[1920*1080],http://218.77.81.186:9901/tsfile/live/0014_1.m3u8
CCTV14[768*576],http://vod.hnqczh.cn:808/hls/21/index.m3u8
CCTV15[1920*1080],http://221.0.78.198:1681/hls/10215/index.m3u8
CCTV15[1920*1080],http://58.48.37.158:1111/tsfile/live/0015_1.m3u8
CCTV15[768*576],http://42.48.50.232:9002/tsfile/live/0015_1.m3u8
CCTV15[1920*1080],http://202.100.46.58:9901/tsfile/live/1015_1.m3u8
CCTV16[3840*2160],http://majian.ixiaobai.net:5540/udp/239.37.1.22:5540
CCTV16[1920*1080],http://222.241.154.37:9901/tsfile/live/23016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17[1920*1080],http://58.48.37.158:1111/tsfile/live/0017_1.m3u8
CCTV17[1920*1080],http://119.36.148.115:59901/tsfile/live/0019_1.m3u8
CCTV17[1920*1080],http://60.210.100.54:352/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV世界地理[1024*576],http://111.61.236.247:9081/hls/62/index.m3u8
CCTV女性时尚[1024*576],http://111.61.236.247:9081/hls/59/index.m3u8
CCTV怀旧剧场[1024*576],http://111.61.236.247:9081/hls/67/index.m3u8
CCTV风云足球[1024*576],http://111.61.236.247:9081/hls/58/index.m3u8
CCTV风云足球[1920*1080],http://183.94.146.109:2222/tsfile/live/1017_1.m3u8
CCTV风云足球[1920*1080],http://183.94.146.109:2222/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
CETV4[1280*720],https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
安徽卫视[1920*1080],http://219.147.200.9:18080/newlive/live/hls/43/live.m3u8
安徽卫视[768*576],http://111.61.236.247:9081/hls/27/index.m3u8
安徽卫视[768*576],http://42.48.50.232:9002/tsfile/live/0130_1.m3u8
安徽卫视[1920*1080],http://117.27.190.42:9998/tsfile/live/23262_1.m3u8
安徽卫视[768*576],http://vod.hnqczh.cn:808/hls/24/index.m3u8
北京卫视[1920*1080],http://123.166.61.70:8003/hls/56/index.m3u8
北京卫视[768*576],http://vod.hnqczh.cn:808/hls/25/index.m3u8
北京卫视[1920*1080],http://202.100.46.58:9901/tsfile/live/1022_1.m3u8
兵团卫视[785*576],http://27.41.246.172:9003//hls/24/index.m3u8
东方卫视[1920*1080],http://113.140.86.162:8009/hls/31/index.m3u8
东方卫视[1920*1080],http://211.72.65.236:8572/http/61.67.128.137:8078/hls/41/80/east.m3u8
东方卫视[1920*1080],http://113.57.93.165:9900/tsfile/live/0107_1.m3u8
东方卫视[768*576],http://42.48.50.232:9002/tsfile/live/0107_2.m3u8
东方卫视[1920*1080],http://123.129.70.178:9901/tsfile/live/0107_1.m3u8
东南卫视[1920*1080],http://123.129.70.178:9901/tsfile/live/0137_1.m3u8
东南卫视[768*576],http://42.48.50.232:9002/tsfile/live/0137_1.m3u8
东南卫视[1920*1080],http://60.255.240.247:8090/live/dnwsfjwsH265_4000.m3u8
东南卫视[1920*1080],http://119.36.148.115:59901/tsfile/live/0137_1.m3u8
甘肃卫视[1920*1080],http://202.100.46.58:9901/tsfile/live/1035_1.m3u8
甘肃卫视[768*576],http://vod.hnqczh.cn:808/hls/49/index.m3u8
甘肃卫视[1920*1080],http://61.173.144.157:9901/tsfile/live/0113_1.m3u8
甘肃卫视[1920*1080],http://202.100.46.58:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视[1920*1080],http://111.61.236.247:9081/hls/43/index.m3u8
广东卫视[1920*1080],http://59.173.243.210:9901/tsfile/live/1017_1.m3u8
广东卫视[1920*1080],http://123.129.70.178:9901/tsfile/live/0125_1.m3u8
广东卫视[768*576],http://42.48.50.232:9002/tsfile/live/0125_1.m3u8
广东卫视[785*576],http://116.9.204.242:9901/tsfile/live/0125_2.m3u8
广西卫视[1920*1080],http://110.53.52.63:8888/newlive/live/hls/25/live.m3u8
广西卫视[1920*1080],http://116.9.204.242:9901/tsfile/live/0113_1.m3u8
广西卫视[768*576],http://vod.hnqczh.cn:808/hls/40/index.m3u8
广西卫视[768*576],http://113.57.93.165:9900/tsfile/live/1004_1.m3u8
广西卫视[768*576],http://42.48.50.232:9002/tsfile/live/0113_1.m3u8
贵州卫视[1920*1080],http://221.0.78.198:1681/hls/10249/index.m3u8
贵州卫视[1920*1080],http://202.100.46.58:9901/tsfile/live/1034_1.m3u8
贵州卫视[1920*1080],http://119.36.148.115:59901/tsfile/live/0120_1.m3u8
贵州卫视[768*576],http://42.48.50.232:9002/tsfile/live/0120_1.m3u8
贵州卫视[1920*1080],http://123.129.70.178:9901/tsfile/live/0120_1.m3u8
海南卫视[768*576],http://vod.hnqczh.cn:808/hls/31/index.m3u8
海南卫视[1920*1080],http://58.48.37.158:1111/tsfile/live/1007_1.m3u8
海南卫视[768*576],http://42.48.50.232:9002/tsfile/live/1009_1.m3u8
海南卫视[1920*1080],http://119.36.148.115:59901/tsfile/live/1008_1.m3u8
河北卫视[768*576],http://42.48.50.232:9002/tsfile/live/0117_1.m3u8
河北卫视[1920*1080],http://219.147.200.9:18080/newlive/live/hls/38/live.m3u8
河北卫视[1920*1080],http://123.129.70.178:9901/tsfile/live/0117_1.m3u8
河北卫视[1920*1080],http://1.24.190.98:10080/hls/78/index.m3u8
河南卫视[1920*1080],http://221.0.78.198:1681/hls/10259/index.m3u8
河南卫视[1920*1080],http://111.61.236.247:9081/hls/33/index.m3u8
河南卫视[1920*1080],http://61.136.67.238:50085/tsfile/live/0016_1.m3u8
河南卫视[1920*1080],http://202.100.46.58:9901/tsfile/live/1032_1.m3u8
河南卫视[768*576],http://vod.hnqczh.cn:808/hls/42/index.m3u8
湖北卫视[1920*1080],http://221.0.78.198:1681/hls/10229/index.m3u8
湖北卫视[1920*1080],http://111.61.236.247:9081/hls/39/index.m3u8
湖北卫视[768*576],http://vod.hnqczh.cn:808/hls/33/index.m3u8
湖北卫视[1920*1080],http://58.48.37.158:1111/tsfile/live/0018_1.m3u8
湖南卫视[1920*1080],http://113.140.86.162:8009/hls/32/index.m3u8
湖南卫视[1920*1080],http://123.166.61.70:8003/hls/58/index.m3u8
湖南卫视[768*576],http://111.61.236.247:9081/hls/24/index.m3u8
湖南卫视[1920*1080],http://222.241.154.37:9901/tsfile/live/23019_1.m3u8
湖南卫视[1920*1080],http://219.147.200.9:18080/newlive/live/hls/30/live.m3u8
吉林卫视[1920*1080],http://110.53.52.63:8888/newlive/live/hls/34/live.m3u8
吉林卫视[768*576],http://vod.hnqczh.cn:808/hls/45/index.m3u8
吉林卫视[1920*1080],http://60.255.240.247:8090/live/jlwsH265_4000.m3u8
吉林卫视[768*576],http://183.94.146.109:2222/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视[1920*1080],http://113.140.86.162:8009/hls/33/index.m3u8
江苏卫视[768*576],http://111.61.236.247:9081/hls/26/index.m3u8
江苏卫视[1920*1080],http://vod.hnqczh.cn:808/hls/37/index.m3u8
江苏卫视[1920*1080],http://123.129.70.178:9901/tsfile/live/0127_1.m3u8
江苏卫视[1920*1080],http://119.36.148.115:59901/tsfile/live/0127_1.m3u8
江西卫视[1920*1080],http://58.17.48.228:808/hls/17/index.m3u8
江西卫视[1920*1080],http://58.19.38.162:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视[768*576],http://42.48.50.232:9002/tsfile/live/0138_2.m3u8?key=txiptv&playlive=1&authid=0
江西卫视[1920*1080],http://202.100.46.58:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视[768*576],http://111.61.236.247:9081/hls/30/index.m3u8
辽宁卫视[768*576],http://vod.hnqczh.cn:808/hls/29/index.m3u8
辽宁卫视[1920*1080],http://119.36.148.115:59901/tsfile/live/0121_1.m3u8
辽宁卫视[768*576],http://42.48.50.232:9002/tsfile/live/0121_1.m3u8
辽宁卫视[1920*1080],http://123.129.70.178:9901/tsfile/live/0121_1.m3u8
宁夏卫视[768*576],http://vod.hnqczh.cn:808/hls/48/index.m3u8
宁夏卫视[768*576],http://42.48.50.232:9002/tsfile/live/0112_1.m3u8
宁夏卫视[768*576],http://202.100.46.58:9901/tsfile/live/1036_1.m3u8
青海卫视[768*576],http://110.53.218.182:9902/tsfile/live/0140_1.m3u8
青海卫视[768*576],http://183.94.146.109:2222/tsfile/live/1012_1.m3u8
青海卫视[1920*1080],http://117.27.190.42:9998/tsfile/live/23255_1.m3u8
青海卫视[768*576],http://vod.hnqczh.cn:808/hls/34/index.m3u8
青海卫视[768*576],http://183.3.134.56:9901/tsfile/live/0140_1.m3u8
三沙卫视[768*576],http://61.138.128.226:19901/tsfile/live/1020_1.m3u8
三沙卫视[768*576],http://61.138.128.226:19901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
厦门卫视[785*576],http://202.100.46.58:9901/tsfile/live/1040_1.m3u8
厦门卫视[785*576],http://202.100.46.58:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视[1920*1080],http://123.129.70.178:9901/tsfile/live/0018_1.m3u8
山东卫视[768*576],http://111.61.236.247:9081/hls/31/index.m3u8
山东卫视[768*576],http://vod.hnqczh.cn:808/hls/35/index.m3u8
山东卫视[1920*1080],http://119.36.148.115:59901/tsfile/live/0131_1.m3u8
山东卫视[1920*1080],http://202.100.46.58:9901/tsfile/live/1026_1.m3u8
山西卫视[785*576],http://219.147.200.9:18080/newlive/live/hls/40/live.m3u8
山西卫视[768*576],http://111.61.236.247:9081/hls/47/index.m3u8
山西卫视[768*576],http://60.210.100.54:352/tsfile/live/0118_1.m3u8
山西卫视[768*576],http://42.48.50.232:9002/tsfile/live/0118_1.m3u8
山西卫视[768*576],http://vod.hnqczh.cn:808/hls/47/index.m3u8
陕西卫视[1920*1080],http://110.53.52.63:8888/newlive/live/hls/40/live.m3u8
陕西卫视[1920*1080],http://202.100.46.58:9901/tsfile/live/1017_1.m3u8
陕西卫视[768*576],http://42.48.50.232:9002/tsfile/live/0136_1.m3u8
陕西卫视[768*576],http://220.249.114.102:9901/tsfile/live/0136_1.m3u8
陕西卫视[785*576],http://124.128.73.58:9901/tsfile/live/0136_1.m3u8
深圳卫视[1920*1080],http://113.116.182.52:8089/hls/24/index.m3u8
深圳卫视[1920*1080],http://111.61.236.247:9081/hls/38/index.m3u8
深圳卫视[768*576],http://42.48.50.232:9002/tsfile/live/0126_1.m3u8
深圳卫视[768*576],http://vod.hnqczh.cn:808/hls/28/index.m3u8
四川卫视[1920*1080],http://221.0.78.198:1681/hls/10244/index.m3u8
四川卫视[1920*1080],http://219.147.200.9:18080/newlive/live/hls/48/live.m3u8
四川卫视[768*576],http://vod.hnqczh.cn:808/hls/36/index.m3u8
四川卫视[768*576],http://42.48.50.232:9002/tsfile/live/0123_1.m3u8
四川卫视[1920*1080],http://119.36.148.115:59901/tsfile/live/0123_1.m3u8
天津卫视[1920*1080],http://113.140.86.162:8009/hls/44/index.m3u8
天津卫视[768*576],http://111.61.236.247:9081/hls/29/index.m3u8
天津卫视[768*576],http://42.48.50.232:9002/tsfile/live/0135_1.m3u8
天津卫视[768*576],http://vod.hnqczh.cn:808/hls/26/index.m3u8
天津卫视[1920*1080],http://123.129.70.178:9901/tsfile/live/0135_1.m3u8
西藏卫视[768*576],http://111.61.236.247:9081/hls/52/index.m3u8
西藏卫视[768*576],http://121.33.239.242:9901/tsfile/live/0132_1.m3u8
西藏卫视[768*576],http://42.48.50.232:9002/tsfile/live/1005_1.m3u8
西藏卫视[768*576],http://42.48.50.232:9002/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视[768*576],http://111.61.236.247:9081/hls/53/index.m3u8
新疆卫视[768*576],http://183.94.146.109:2222/tsfile/live/1009_1.m3u8
新疆卫视[1024*576],http://42.48.50.232:9002/tsfile/live/1008_1.m3u8
新疆卫视[768*576],http://183.94.146.109:2222/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
延边卫视[1280*720],http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
